bonus;lowBeta;highBeta;meditation;currentProgress;timestamp(s)
1;4898;4284;40;0;1,487202
1;4898;4284;40;0;1,518016
1;4898;4284;40;0;1,549204
1;4898;4284;40;0;1,57982
1;4898;4284;40;0;1,612357
1;4898;4284;40;0;1,643697
1;4898;4284;40;0;1,673593
1;4898;4284;40;0;1,704534
1;4898;4284;40;0;1,736152
1;4898;4284;40;0;1,766909
1;4898;4284;40;0;1,798199
1;4898;4284;40;0;1,829252
1;4898;4284;40;0;1,86106
1;4898;4284;40;0;1,892233
1;4898;4284;40;0;1,922475
1;4898;4284;40;0;1,955191
1;4898;4284;40;0;1,987116
1;4898;4284;40;0;2,016823
1;4898;4284;40;0;2,048999
1;4898;4284;40;0;2,080504
1;4898;4284;40;0;2,111187
1;4898;4284;40;0;2,141613
1;4898;4284;40;0;2,172586
1;4898;4284;40;0;2,204301
1;4898;4284;40;0;2,235304
1;4898;4284;40;0;2,26718
1;4898;4284;40;0;2,298199
1;4898;4284;40;0;2,329123
1;4898;4284;40;0;2,361744
1;4898;4284;40;0;2,393151
1;15918;8687;48;0;2,422446
1;15918;8687;48;0;2,452893
1;15918;8687;48;0;2,484288
1;15918;8687;48;0;2,515205
1;15918;8687;48;0;2,545606
1;15918;8687;48;0;2,576854
1;15918;8687;48;0;2,609472
1;15918;8687;48;0;2,640255
1;15918;8687;48;0;2,672983
1;15918;8687;48;0;2,703244
1;15918;8687;48;0;2,734295
1;15918;8687;48;0;2,766385
1;15918;8687;48;0;2,796802
1;15918;8687;48;0;2,828238
1;15918;8687;48;0;2,859516
1;15918;8687;48;0;2,890029
1;15918;8687;48;0;2,923301
1;15918;8687;48;0;2,953141
1;15918;8687;48;0;2,982854
1;15918;8687;48;0;3,017659
1;15918;8687;48;0;3,047388
1;15918;8687;48;0;3,077157
1;15918;8687;48;0;3,109218
1;15918;8687;48;0;3,141693
1;15918;8687;48;0;3,172347
1;15918;8687;48;0;3,201803
1;15918;8687;48;0;3,233568
1;15918;8687;48;0;3,266878
1;15918;8687;48;0;3,297418
1;15918;8687;48;0;3,329641
1;15918;8687;48;0;3,360183
1;15918;8687;48;0;3,391927
1;10155;8308;60;0;3,429533
1;10155;8308;60;0;3,453709
1;10155;8308;60;0;3,485003
1;10155;8308;60;0;3,518335
1;10155;8308;60;0;3,549482
1;10155;8308;60;0;3,579971
1;10155;8308;60;0;3,610548
1;10155;8308;60;0;3,641723
1;10155;8308;60;0;3,673202
1;10155;8308;60;0;3,705162
1;10155;8308;60;0;3,735008
1;10155;8308;60;0;3,766319
1;10155;8308;60;0;3,797884
1;10155;8308;60;0;3,827765
1;10155;8308;60;0;3,859038
1;10155;8308;60;0;3,891975
1;10155;8308;60;0;3,922491
1;10155;8308;60;0;3,952646
1;10155;8308;60;0;3,984768
1;10155;8308;60;0;4,016694
1;10155;8308;60;0;4,04825
1;10155;8308;60;0;4,077816
1;10155;8308;60;0;4,116117
1;10155;8308;60;0;4,140988
1;10155;8308;60;0;4,172551
1;10155;8308;60;0;4,20328
1;10155;8308;60;0;4,232209
1;10155;8308;60;0;4,264375
1;10155;8308;60;0;4,294446
1;10155;8308;60;0;4,32599
1;10155;8308;60;0;4,357084
1;10155;8308;60;0;4,389392
1;14531;4222;66;10;4,421091
1;14531;4222;66;10;4,452313
1;14531;4222;66;10;4,483738
1;14531;4222;66;10;4,515814
1;14531;4222;66;10;4,546395
1;14531;4222;66;10;4,577392
1;14531;4222;66;10;4,608244
1;14531;4222;66;10;4,640698
1;14531;4222;66;10;4,672718
1;14531;4222;66;10;4,702183
1;14531;4222;66;10;4,733363
1;14531;4222;66;10;4,766348
1;14531;4222;66;10;4,795416
1;14531;4222;66;10;4,825922
1;14531;4222;66;10;4,857919
1;14531;4222;66;10;4,888676
1;14531;4222;66;10;4,920455
1;14531;4222;66;10;4,95015
1;14531;4222;66;10;4,981164
1;14531;4222;66;10;5,01517
1;14531;4222;66;10;5,043218
1;14531;4222;66;10;5,073617
1;14531;4222;66;10;5,104613
1;14531;4222;66;10;5,135675
1;14531;4222;66;10;5,167134
1;14531;4222;66;10;5,197764
1;14531;4222;66;10;5,229515
1;14531;4222;66;10;5,260534
1;14531;4222;66;10;5,291718
1;14531;4222;66;10;5,323541
1;14531;4222;66;10;5,353096
1;14531;4222;66;10;5,384268
1;5524;7938;75;20;5,415026
1;5524;7938;75;20;5,446986
1;5524;7938;75;20;5,479931
1;5524;7938;75;20;5,510167
1;5524;7938;75;20;5,542389
1;5524;7938;75;20;5,574228
1;5524;7938;75;20;5,604261
1;5524;7938;75;20;5,636688
1;5524;7938;75;20;5,666028
1;5524;7938;75;20;5,697568
1;5524;7938;75;20;5,727666
1;5524;7938;75;20;5,759118
1;5524;7938;75;20;5,791493
1;5524;7938;75;20;5,822718
1;5524;7938;75;20;5,852504
1;5524;7938;75;20;5,882957
1;5524;7938;75;20;5,914582
1;5524;7938;75;20;5,946432
1;5524;7938;75;20;5,97619
1;5524;7938;75;20;6,00661
1;5524;7938;75;20;6,037744
1;5524;7938;75;20;6,069145
1;5524;7938;75;20;6,102895
1;5524;7938;75;20;6,132216
1;5524;7938;75;20;6,16555
1;5524;7938;75;20;6,19804
1;5524;7938;75;20;6,225797
1;5524;7938;75;20;6,25756
1;5524;7938;75;20;6,2879
1;5524;7938;75;20;6,319184
1;5524;7938;75;20;6,351997
1;5524;7938;75;20;6,383876
1;4106;6645;66;30;6,414191
1;4106;6645;66;30;6,444427
1;4106;6645;66;30;6,475173
1;4106;6645;66;30;6,504935
1;4106;6645;66;30;6,535667
1;4106;6645;66;30;6,567348
1;4106;6645;66;30;6,597014
1;4106;6645;66;30;6,628022
1;4106;6645;66;30;6,659322
1;4106;6645;66;30;6,689787
1;4106;6645;66;30;6,721589
1;4106;6645;66;30;6,752781
1;4106;6645;66;30;6,804249
1;4106;6645;66;30;6,831866
1;4106;6645;66;30;6,862734
1;4106;6645;66;30;6,895556
1;4106;6645;66;30;6,926239
1;4106;6645;66;30;6,956056
1;4106;6645;66;30;6,987913
1;4106;6645;66;30;7,022329
1;4106;6645;66;30;7,049883
1;4106;6645;66;30;7,082829
1;4106;6645;66;30;7,113623
1;4106;6645;66;30;7,145486
1;4106;6645;66;30;7,175366
1;4106;6645;66;30;7,206801
1;4106;6645;66;30;7,237002
1;4106;6645;66;30;7,271852
1;4106;6645;66;30;7,300049
1;4106;6645;66;30;7,329419
1;5492;7803;60;28;7,361678
1;5492;7803;60;28;7,393773
1;5492;7803;60;28;7,422163
1;5492;7803;60;28;7,454059
1;5492;7803;60;28;7,48448
1;5492;7803;60;28;7,515928
1;5492;7803;60;28;7,546536
1;5492;7803;60;28;7,576849
1;5492;7803;60;28;7,60799
1;5492;7803;60;28;7,639604
1;5492;7803;60;28;7,672668
1;5492;7803;60;28;7,701184
1;5492;7803;60;28;7,733572
1;5492;7803;60;28;7,763617
1;5492;7803;60;28;7,794614
1;5492;7803;60;28;7,826539
1;5492;7803;60;28;7,856959
1;5492;7803;60;28;7,887689
1;5492;7803;60;28;7,918737
1;5492;7803;60;28;7,95102
1;5492;7803;60;28;7,98323
1;5492;7803;60;28;8,012888
1;5492;7803;60;28;8,044875
1;5492;7803;60;28;8,080552
1;5492;7803;60;28;8,107904
1;5492;7803;60;28;8,139377
1;5492;7803;60;28;8,169498
1;5492;7803;60;28;8,20131
1;5492;7803;60;28;8,231564
1;5492;7803;60;28;8,263959
1;5492;7803;60;28;8,294751
1;5492;7803;60;28;8,326776
1;9125;25310;51;26;8,356821
1;9125;25310;51;26;8,387277
1;9125;25310;51;26;8,432671
1;9125;25310;51;26;8,466558
1;9125;25310;51;26;8,49704
1;9125;25310;51;26;8,529027
1;9125;25310;51;26;8,561047
1;9125;25310;51;26;8,590086
1;9125;25310;51;26;8,620409
1;9125;25310;51;26;8,654259
1;9125;25310;51;26;8,704041
1;9125;25310;51;26;8,715086
1;9125;25310;51;26;8,721272
1;9125;25310;51;26;8,72578
1;9125;25310;51;26;8,746203
1;9125;25310;51;26;8,776723
1;9125;25310;51;26;8,808061
1;9125;25310;51;26;8,83876
1;9125;25310;51;26;8,87026
1;9125;25310;51;26;8,902442
1;9125;25310;51;26;8,932823
1;9125;25310;51;26;8,96315
1;9125;25310;51;26;8,993273
1;9125;25310;51;26;9,023917
1;9125;25310;51;26;9,054421
1;9125;25310;51;26;9,085855
1;9125;25310;51;26;9,116576
1;9125;25310;51;26;9,149641
1;9125;25310;51;26;9,178769
1;9125;25310;51;26;9,211294
1;9125;25310;51;26;9,242618
1;9125;25310;51;26;9,273576
1;9125;25310;51;26;9,304573
1;11088;14061;60;24;9,337881
1;11088;14061;60;24;9,368018
1;11088;14061;60;24;9,398708
1;11088;14061;60;24;9,483682
1;11088;14061;60;24;9,493755
1;11088;14061;60;24;9,500111
1;11088;14061;60;24;9,505376
1;11088;14061;60;24;9,524212
1;11088;14061;60;24;9,530919
1;11088;14061;60;24;9,552567
1;11088;14061;60;24;9,58673
1;11088;14061;60;24;9,618683
1;11088;14061;60;24;9,649155
1;11088;14061;60;24;9,680459
1;11088;14061;60;24;9,710352
1;11088;14061;60;24;9,741859
1;11088;14061;60;24;9,774137
1;11088;14061;60;24;9,804656
1;11088;14061;60;24;9,834641
1;11088;14061;60;24;9,866302
1;11088;14061;60;24;9,898035
1;11088;14061;60;24;9,927812
1;11088;14061;60;24;9,959324
1;11088;14061;60;24;9,989963
1;11088;14061;60;24;10,0224
1;11088;14061;60;24;10,05229
1;11088;14061;60;24;10,08363
1;11088;14061;60;24;10,11532
1;11088;14061;60;24;10,14643
1;11088;14061;60;24;10,17824
1;11088;14061;60;24;10,208
1;11088;14061;60;24;10,24301
1;11088;14061;60;24;10,27165
1;13595;12930;61;34;10,301
1;13595;12930;61;34;10,33429
1;13595;12930;61;34;10,36353
1;13595;12930;61;34;10,39407
1;13595;12930;61;34;10,42654
1;13595;12930;61;34;10,45658
1;13595;12930;61;34;10,48789
1;13595;12930;61;34;10,51744
1;13595;12930;61;34;10,54837
1;13595;12930;61;34;10,58174
1;13595;12930;61;34;10,61056
1;13595;12930;61;34;10,64351
1;13595;12930;61;34;10,67216
1;13595;12930;61;34;10,70415
1;13595;12930;61;34;10,73433
1;13595;12930;61;34;10,76537
1;13595;12930;61;34;10,80376
1;13595;12930;61;34;10,8274
1;13595;12930;61;34;10,85879
1;13595;12930;61;34;10,89186
1;13595;12930;61;34;10,92499
1;13595;12930;61;34;10,95429
1;13595;12930;61;34;10,98449
1;13595;12930;61;34;11,01735
1;13595;12930;61;34;11,04701
1;13595;12930;61;34;11,08068
1;13595;12930;61;34;11,11022
1;13595;12930;61;34;11,14174
1;13595;12930;61;34;11,17414
1;13595;12930;61;34;11,20317
1;13595;12930;61;34;11,23405
1;13595;12930;61;34;11,26767
1;13595;12930;61;34;11,29869
1;13595;12930;61;34;11,32947
1;10520;6631;64;44;11,35914
1;10520;6631;64;44;11,39046
1;10520;6631;64;44;11,4223
1;10520;6631;64;44;11,453
1;10520;6631;64;44;11,48356
1;10520;6631;64;44;11,51544
1;10520;6631;64;44;11,54671
1;10520;6631;64;44;11,57839
1;10520;6631;64;44;11,61077
1;10520;6631;64;44;11,64123
1;10520;6631;64;44;11,67182
1;10520;6631;64;44;11,70385
1;10520;6631;64;44;11,73261
1;10520;6631;64;44;11,76433
1;10520;6631;64;44;11,79647
1;10520;6631;64;44;11,82708
1;10520;6631;64;44;11,85857
1;10520;6631;64;44;11,88947
1;10520;6631;64;44;11,92157
1;10520;6631;64;44;11,95332
1;10520;6631;64;44;11,98357
1;10520;6631;64;44;12,01431
1;10520;6631;64;44;12,046
1;10520;6631;64;44;12,07762
1;10520;6631;64;44;12,11147
1;10520;6631;64;44;12,13947
1;10520;6631;64;44;12,17076
1;10520;6631;64;44;12,20523
1;10520;6631;64;44;12,23427
1;10520;6631;64;44;12,2644
1;10520;6631;64;44;12,29662
1;10520;6631;64;44;12,32715
1;9472;8474;81;54;12,35774
1;9472;8474;81;54;12,38907
1;9472;8474;81;54;12,42142
1;9472;8474;81;54;12,45344
1;9472;8474;81;54;12,48256
1;9472;8474;81;54;12,51326
1;9472;8474;81;54;12,54483
1;9472;8474;81;54;12,59398
1;9472;8474;81;54;12,62234
1;9472;8474;81;54;12,65399
1;9472;8474;81;54;12,68614
1;9472;8474;81;54;12,71774
1;9472;8474;81;54;12,7498
1;9472;8474;81;54;12,77988
1;9472;8474;81;54;12,80992
1;9472;8474;81;54;12,84204
1;9472;8474;81;54;12,87356
1;9472;8474;81;54;12,90553
1;9472;8474;81;54;12,93586
1;9472;8474;81;54;12,96693
1;9472;8474;81;54;12,99809
1;9472;8474;81;54;13,02812
1;9472;8474;81;54;13,06169
1;9472;8474;81;54;13,09094
1;9472;8474;81;54;13,12169
1;9472;8474;81;54;13,15616
1;9472;8474;81;54;13,18573
1;9472;8474;81;54;13,21588
1;9472;8474;81;54;13,24687
1;9472;8474;81;54;13,27835
1;11488;9922;91;64;13,30989
1;11488;9922;91;64;13,34105
1;11488;9922;91;64;13,37405
1;11488;9922;91;64;13,40401
1;11488;9922;91;64;13,43446
1;11488;9922;91;64;13,46603
1;11488;9922;91;64;13,49964
1;11488;9922;91;64;13,52746
1;11488;9922;91;64;13,55871
1;11488;9922;91;64;13,59019
1;11488;9922;91;64;13,62062
1;11488;9922;91;64;13,65344
1;11488;9922;91;64;13,70298
1;11488;9922;91;64;13,72981
1;11488;9922;91;64;13,76214
1;11488;9922;91;64;13,79378
1;11488;9922;91;64;13,8256
1;11488;9922;91;64;13,85496
1;11488;9922;91;64;13,88634
1;11488;9922;91;64;13,91767
1;11488;9922;91;64;13,9477
1;11488;9922;91;64;13,97933
1;11488;9922;91;64;14,0102
1;11488;9922;91;64;14,04238
1;11488;9922;91;64;14,07249
1;11488;9922;91;64;14,10305
1;11488;9922;91;64;14,13486
1;11488;9922;91;64;14,16634
1;11488;9922;91;64;14,19823
1;11488;9922;91;64;14,22803
1;11488;9922;91;64;14,25995
1;11488;9922;91;64;14,29451
1;13691;8888;90;74;14,32271
1;13691;8888;90;74;14,35249
1;13691;8888;90;74;14,38348
1;13691;8888;90;74;14,41853
1;13691;8888;90;74;14,44513
1;13691;8888;90;74;14,47697
1;13691;8888;90;74;14,50909
1;13691;8888;90;74;14,54267
1;13691;8888;90;74;14,57448
1;13691;8888;90;74;14,60285
1;13691;8888;90;74;14,63388
1;13691;8888;90;74;14,66716
1;13691;8888;90;74;14,69788
1;13691;8888;90;74;14,72662
1;13691;8888;90;74;14,76011
1;13691;8888;90;74;14,79632
1;13691;8888;90;74;14,82361
1;13691;8888;90;74;14,85306
1;13691;8888;90;74;14,88308
1;13691;8888;90;74;14,9183
1;13691;8888;90;74;14,94689
1;13691;8888;90;74;14,97824
1;13691;8888;90;74;15,00919
1;13691;8888;90;74;15,03879
1;13691;8888;90;74;15,07076
1;13691;8888;90;74;15,10434
1;13691;8888;90;74;15,1347
1;13691;8888;90;74;15,16414
1;13691;8888;90;74;15,19731
1;13691;8888;90;74;15,23119
1;13691;8888;90;74;15,2576
1;13691;8888;90;74;15,28964
1;10897;12262;78;84;15,31967
1;10897;12262;78;84;15,35054
1;10897;12262;78;84;15,38132
1;10897;12262;78;84;15,41413
1;10897;12262;78;84;15,44382
1;10897;12262;78;84;15,47541
1;10897;12262;78;84;15,50636
1;10897;12262;78;84;15,53805
1;10897;12262;78;84;15,56916
1;10897;12262;78;84;15,6001
1;10897;12262;78;84;15,6326
1;10897;12262;78;84;15,66301
1;10897;12262;78;84;15,69339
1;10897;12262;78;84;15,72432
1;10897;12262;78;84;15,75609
1;10897;12262;78;84;15,78736
1;10897;12262;78;84;15,81697
1;10897;12262;78;84;15,84858
1;10897;12262;78;84;15,88005
1;10897;12262;78;84;15,91253
1;10897;12262;78;84;15,94348
1;10897;12262;78;84;15,97388
1;10897;12262;78;84;16,00548
1;10897;12262;78;84;16,0352
1;10897;12262;78;84;16,06692
1;10897;12262;78;84;16,09924
1;10897;12262;78;84;16,1304
1;10897;12262;78;84;16,16029
1;10897;12262;78;84;16,19291
1;10897;12262;78;84;16,22523
1;10897;12262;78;84;16,25452
1;10897;12262;78;84;16,28484
1;4489;7077;80;94;16,31715
1;4489;7077;80;94;16,34722
1;4489;7077;80;94;16,37774
1;4489;7077;80;94;16,41168
1;4489;7077;80;94;16,4409
1;4489;7077;80;94;16,47156
1;4489;7077;80;94;16,50264
1;4489;7077;80;94;16,53343
1;4489;7077;80;94;16,56427
1;4489;7077;80;94;16,59491
1;4489;7077;80;94;16,62612
1;4489;7077;80;94;16,65787
1;4489;7077;80;94;16,68817
1;4489;7077;80;94;16,71768
1;4489;7077;80;94;16,75151
1;4489;7077;80;94;16,78375
1;4489;7077;80;94;16,8153
1;4489;7077;80;94;16,84402
1;4489;7077;80;94;16,87477
1;4489;7077;80;94;16,90828
1;4489;7077;80;94;16,93831
1;4489;7077;80;94;16,96857
1;4489;7077;80;94;17,00021
1;4489;7077;80;94;17,03096
1;4489;7077;80;94;17,06236
1;4489;7077;80;94;17,09229
1;4489;7077;80;94;17,12363
1;4489;7077;80;94;17,15672
1;4489;7077;80;94;17,18584
1;4489;7077;80;94;17,21708
1;4489;7077;80;94;17,249
1;4489;7077;80;94;17,28017
1;2368;13720;74;100;17,31073
1;2368;13720;74;100;17,3424
1;2368;13720;74;100;17,37327
1;2368;13720;74;100;17,404
1;2368;13720;74;100;17,435
1;2368;13720;74;100;17,46797
1;2368;13720;74;100;17,4978
1;2368;13720;74;100;17,52921
1;2368;13720;74;100;17,56042
1;2368;13720;74;100;17,58985
1;2368;13720;74;100;17,62146
1;2368;13720;74;100;17,65429
1;2368;13720;74;100;17,68511
1;2368;13720;74;100;17,71716
1;2368;13720;74;100;17,74724
1;2368;13720;74;100;17,77969
